Product Code,Product Label,"UAE export to south africa Value in 2022, USD thousands","nnual growth in value uae export to south africa between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported from uae to south africa in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"south africa imports from world Value in 2022, USD thousand ","Annual growth south africa imports from world  in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from south africa to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",,,,5,,,,,"20,864",-5,1,"4,714",1000 square meters,"4,426",53,-5,0,0,1000 square meters,,26
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than . . .",,,0,0,,,,,11,-34,0,1,Tons,"11,000",,,,1,Tons,"3,000",
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, . . .",,,,10,,,,,"1,054",42,0,56,1000 square meters,"18,821",28,2,0,0,1000 square meters,,-
370210,"Photographic film in rolls, unexposed, for X-ray (excl. of paper, paperboard or textiles)",,,,0,,,,,92,-7,0,5,1000 square meters,"18,400",10,-39,0,0,1000 square meters,,-
370231,"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, . . .",,,,0,,,,,51,14,0,"7,731",Units,7,7,49,0,0,Units,,
370232,"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, . . .",,,0,8,,,,,140,-16,1,11,1000 square meters,"12,727",,,,0,1000 square meters,,
370239,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, . . .",,,,8,,,,,9,2,0,1,1000 square meters,"9,000",1,-32,0,0,1000 square meters,,
370241,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, . . .",,,,0,,,,,0,,0,,1000 square meters,,18,-30,0,,1000 square meters,,
370242,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, . . .",,,0,,,,,,837,-8,0,"11,071",1000 square meters,76,,,,,1000 square meters,,
370243,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, . . .",,,,8,,,,,74,-5,0,11,1000 square meters,"6,727",23,31,0,0,1000 square meters,,
370244,"Photographic film ""incl. instant print film""m, sensitised, in rolls, unexposed, without perforations, . . .",,,0,8,,,,,194,-2,0,23,1000 square meters,"8,435",,,,0,1000 square meters,,
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography . . .",,,0,0,,,,,10,16,0,3,,"3,333",,,,0,,,
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography . . .",,,0,,,,,,5,80,0,0,,,,,,,,,
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography . . .",,,0,0,,,,,138,38,0,12,,"11,500",,,,0,,,
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography . . .",,,0,,,,,,14,-15,0,2,,"7,000",,,,,,,
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography . . .",,,0,0,,,,,29,191,0,0,,,,,,1,,"29,000",
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, . . .",,,0,8,,,,,21,16,0,6,,"3,500",,,,0,,,
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, . . .",,,0,8,,,,,5,42,0,1,1000 meters,"5,000",,,,0,1000 meters,,
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, . . .",,,,8,,,,,16,-9,0,8,1000 meters,"2,000",1,-87,0,0,1000 meters,,
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",,,,5,,,,,7,-42,0,1,Tons,"7,000",169,-23,0,0,Tons,,-
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography . . .",,,,10,,,,,628,-22,0,116,Tons,"5,414",344,-16,0,0,Tons,,15
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography . . .",,,,10,,,,,476,-2,1,11,Tons,"43,273",285,5,1,0,Tons,,
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",,,,5,,,,,25,-6,0,2,Tons,"12,500",637,-8,2,0,Tons,,-
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard . . .",,,,7,,,,,6,-21,0,0,Tons,,91,80,0,0,Tons,,
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting . . .",,,,,,,,,0,,0,,,,6,-26,0,0,,,
370710,"Sensitising emulsions ""for photographic uses""",,,,0,,,,,914,13,0,62,Tons,"14,742",17,-4,0,29,Tons,"7,724",
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions . . .",,,,0,,,,,"15,756",-14,0,813,Tons,"19,380",779,-11,0,"2,106",Tons,"5,721",-
380110,"Artificial graphite (excl. retort graphite, retort carbon and goods of artificial graphite, . . .",,,,0,,,,,"3,572",-17,0,642,Tons,"5,564","10,453",72,0,"3,378",Tons,"1,190",1
380120,Colloidal or semi-colloidal graphite,,,,0,,,,,66,-13,0,16,Tons,"4,125",70,-76,0,28,Tons,"7,036",
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,,,,0,,,,,"2,475",13,0,"1,757",Tons,"1,409",288,40,0,"6,613",Tons,"1,136",
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other . . .",,,,0,,,,,"3,142",12,0,646,Tons,"4,864","2,547",43,0,"1,079",Tons,"2,420",15
380210,"Activated carbon (excl. medicaments or deodorant products for fridges, vehicles etc., put up . . .",,,,0,,,,,"24,021",5,1,"10,340",Tons,"2,323",316,9,0,"6,643",Tons,"2,381",32
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or . . .",,,,0,,,,,"5,584",9,1,"8,323",Tons,671,87,-34,0,"4,837",Tons,795,18
380300,"Tall oil, whether or not refined",,,,0,,,,,"2,605",-28,1,"2,098",Tons,"1,242",83,147,0,145,Tons,"2,028",5
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or . . .",,,,0,,,,,705,37,0,772,Tons,913,207,22,0,"4,160",Tons,579,5
380510,"Gum, wood or sulphate turpentine oils",,,,0,,,,,129,-14,0,31,Tons,"4,161",111,467,0,37,Tons,"1,892",-
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by . . .,,,0,0,,,,,"5,056",-6,7,914,Tons,"5,532",,,,892,Tons,"5,841",47
380610,Rosin and resin acids,,,,0,,,,,"4,480",13,1,"1,931",Tons,"2,320",9,10,0,"1,729",Tons,"1,873",2
380630,Ester gums,,,0,0,,,,,"1,627",-6,0,468,Tons,"3,476",,,,168,Tons,"2,744",
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin . . .",,,,0,,,,,"1,370",15,0,526,Tons,"2,605",3,-59,0,"1,268",Tons,"2,626",1
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar . . .,,,,0,,,,,"1,371",48,1,"1,718",Tons,798,477,64,0,1,Tons,"54,000",
380852,"DDT ""ISO"" ""clofenotane ""INN"""", in packings of a net weight content <= 300 g",,,,0,,,,,288,-30,1,43,Tons,"6,698",27,48,0,2,Tons,"53,000",
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb . . .,,,,4,,,,,140,-46,0,12,Tons,"11,667",19,-57,0,7,Tons,"2,429",
380861,"Goods of heading 3808, containing alpha-cypermethrin ""ISO"", bendiocarb ""ISO"", bifenthrin ""ISO"", . . .",,,0,0,,,,,70,-57,0,2,Tons,"35,000",,,,32,Tons,"4,750",
380862,"Goods of heading 3808, containing alpha-cypermethrin ""ISO"", bendiocarb ""ISO"", bifenthrin ""ISO"", . . .",,,0,0,,,,,"2,608",27,1,128,Tons,"20,375",,,,63,Tons,"9,000",
380869,"Goods of heading 3808, containing alpha-cypermethrin ""ISO"", bendiocarb ""ISO"", bifenthrin ""ISO"", . . .",,,,0,,,,,"20,753",23,2,351,Tons,"59,125",86,-29,0,337,Tons,"13,027",
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. . . .",461,-4,4,0,63,Tons,"7,317",,"187,193",5,2,"12,911",Tons,"14,499","10,599",-5,0,0,Tons,,
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. . . .",1,,0,3,0,Tons,,,"105,850",14,1,"11,036",Tons,"9,591","1,814",58,0,"14,548",Tons,"1,502",
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings . . .",2,,0,0,0,Tons,,,"361,718",15,2,"55,052",Tons,"6,570","4,795",84,0,"1,943",Tons,"6,130",
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. . . .",1,-79,0,4,0,Tons,,,"8,781",1,0,"2,752",Tons,"3,191","6,220",-14,0,"5,906",Tons,"3,768",
380899,Rodenticides and other plant protection products put up for retail sale or as preparations . . .,1,,0,0,0,Tons,,,"24,072",11,1,"5,522",Tons,"4,359","4,987",77,0,"2,865",Tons,"3,582",
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products . . .",,,,0,,,,,355,27,0,212,Tons,"1,675",16,-40,0,418,Tons,"2,196",6
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products . . .",15,90,1,0,3,Tons,"5,000",,"13,709",5,0,"4,649",Tons,"2,949","1,190",21,0,"2,238",Tons,"2,265",33
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products . . .",,,,0,,,,,"6,152",-3,1,"2,856",Tons,"2,154",1,-62,0,"4,707",Tons,"1,633",4
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products . . .",,,,0,,,,,"7,138",-6,1,"2,356",Tons,"3,030",33,-13,0,218,Tons,"4,537",6
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders . . .",1,-1,0,0,0,Tons,,,"1,785",-3,0,163,Tons,"10,951",736,25,0,"2,475",Tons,"3,057",7
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of . . .",,,,0,,,,,"1,829",-5,0,662,Tons,"2,763",30,-25,0,"1,789",Tons,"2,139",4
381111,Anti-knock preparations for motor fuels based on lead compounds,,,0,0,,,,,1,-73,0,0,Tons,,,,,6,Tons,"4,667",
381119,Anti-knock preparations for motor fuels (excl. those based on lead compounds),1,,0,0,0,Tons,,,"1,042",19,1,242,Tons,"4,306",818,6,1,664,Tons,"3,649",62
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,"1,465",32,11,0,515,Tons,"2,845",,"175,561",5,2,"46,586",Tons,"3,769","13,115",20,0,"112,411",Tons,"3,496",918
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,,,,0,,,,,"3,060",12,0,388,Tons,"7,887","4,452",38,0,"1,030",Tons,"5,560",111
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and . . .",,,,0,,,,,"35,424",-6,1,"12,848",Tons,"2,757","9,000",2,0,"13,196",Tons,"2,983",895
381210,Prepared rubber accelerators,,,0,0,,,,,"4,920",7,0,"1,095",Tons,"4,493",,,,908,Tons,"4,214",6
381220,"Compound plasticisers for rubber or plastics, n.e.s.",,,,0,,,,,"11,169",15,1,"5,472",Tons,"2,041","6,018",42,1,"3,647",Tons,"2,060",523
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline ""TMQ""",,,,3,,,,,"3,664",-7,1,"1,304",Tons,"2,810",445,-25,0,362,Tons,"2,000",
381239,Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures . . .,"2,085",148,28,3,92,Tons,"22,663",,"22,445",7,1,"4,016",Tons,"5,589","7,427",19,0,"11,882",Tons,"4,247",
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. . . .,,,,2,,,,,"3,964",1,1,"1,067",Tons,"3,715",907,27,0,"3,645",Tons,"2,543",49
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excl. . . .",1,,0,5,0,Tons,,,"11,023",4,0,"2,644",Tons,"4,169","14,593",4,1,0,Tons,,450
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",,,,0,,,,,"8,396",-11,1,193,Tons,"43,503",263,-10,0,436,Tons,"19,089",12
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, . . .",,,,0,,,,,"103,440",59,1,374,Tons,"276,578",43,58,0,387,Tons,"166,305",9
381519,"Supported catalysts, n.e.s. (excl. with precious metal, a precious-metal compound, nickel or . . .",,,,0,,,,,"46,618",5,1,"3,125",Tons,"14,918","4,579",96,0,"5,444",Tons,"18,128",71
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber . . .",15,36,0,0,2,Tons,"7,500",,"39,909",0,1,"5,652",Tons,"7,061","13,038",60,0,"22,987",Tons,"2,969",87
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix . . .",,,,0,,,,,"31,472",18,1,"30,456",Tons,"1,033","8,223",-10,0,"49,304",Tons,635,207
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene . . .,"2,379",,7,0,"1,164",Tons,"2,044",,"140,836",12,4,"73,072",Tons,"1,927","36,372",43,1,"9,846",Tons,"1,770",287
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, . . .",,,,3,,,,,148,-32,0,60,Tons,"2,467","1,418",50,0,31,Tons,"35,194",-
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing . . .,,,,3,,,,,"15,215",3,1,"4,894",Tons,"3,109","8,112",7,1,"4,201",Tons,"5,383",327
382000,Anti-freezing preparations and prepared de-icing fluids (excl. prepared additives for mineral . . .,5,-20,0,0,3,Tons,"1,667",,"16,909",5,1,"8,972",Tons,"1,885","3,767",17,0,0,Tons,,188
382100,"Prepared culture media for the development or maintenance of micro-organisms ""incl. viruses . . .",,,,0,,,,,"8,646",4,0,406,Tons,"21,296",642,33,0,497,Tons,"11,070",
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents . . .",29,20,0,0,0,Tons,,,"139,699",-8,0,"3,971",Tons,"35,180","7,893",1,0,"1,583",Tons,"88,788","1,223"
382311,"Stearic acid, industrial",,,,0,,,,,"9,539",8,0,"5,357",Tons,"1,781",3,-60,0,"40,511",Tons,391,10
382312,"Oleic acid, industrial",,,,0,,,,,"3,223",7,0,"1,328",Tons,"2,427",554,,0,"4,424",Tons,"2,152",3
382313,"Tall oil fatty acids, industrial",,,,10,,,,,"3,353",75,1,"1,601",Tons,"2,094",456,286,0,"1,909",Tons,"2,283",15
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excl. stearic acid, oleic . . .",,,,10,,,,,"38,466",10,0,"34,631",Tons,"1,111","15,879",87,0,"48,598",Tons,602,57
382370,"Fatty alcohols, industrial",,,,10,,,,,"15,922",21,0,"4,933",Tons,"3,228",58,99,0,"32,111",Tons,"2,123",1
382410 ,Prepared binders for foundry moulds or cores,,,,0,,,,,"6,649",18,1,"4,302",Tons,"1,546",180,9,0,"5,913",Tons,"1,022",54
382430 ,Non-agglomerated metal carbides mixed together or with metallic binders,,,,0,,,,,"1,620",-20,0,35,Tons,"46,286",3,24,0,7,Tons,"57,286",
382440 ,"Prepared additives for cements, mortars or concretes",63,-32,0,0,145,Tons,434,,"7,487",-4,0,"7,095",Tons,"1,055","18,099",-1,1,"18,448",Tons,"1,799",318
382450 ,Non-refractory mortars and concretes,7,-25,0,0,41,Tons,171,,797,-20,0,884,Tons,902,"3,781",-11,0,"8,014",Tons,732,25
382460 ,Sorbitol (excl. D-glucitol [sorbitol]),,,,0,,,,,"4,757",54,2,"6,172",Tons,771,7,50,0,"2,011",Tons,634,6
382471 ,"Mixtures containing chlorofluorocarbons ""CFCs"", whether or not containing hydrochlorofluorocarbons . . .",,,,5,,,,,4,-45,0,0,Tons,,16,148,1,,Tons,,
382472 ,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",,,,,,,,,0,,0,,,,1,844,1,,,,
382473 ,"Mixtures containing hydrobromofluorocarbons ""HBFCs""",,,,,,,,,0,,0,,,,1,545,0,,,,
382474 ,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"", whether or not containing perfluorocarbons . . .",,,,2,,,,,11,-33,0,3,Tons,"3,667",245,96,4,0,Tons,,
382478 ,"Mixtures containing perfluorocarbons ""PFCs"" or hydrofluorocarbons ""HFCs"", but not containing . . .",,,,0,,,,,"12,203",13,1,"2,389",Tons,"5,108",154,-2,0,"7,784",Tons,"4,515",
382479 ,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those . . .",,,,3,,,,,208,-1,0,27,Tons,"7,704",407,10,1,0,Tons,,
382481 ,"Mixtures and preparations containing oxirane ""ethylene oxide""",,,,0,,,,,209,-1,1,46,Tons,"4,543",18,"1,939",0,382,Tons,"10,874",
382482 ,"Mixtures and preparations containing polychlorinated biphenyls ""PCBs"", polychlorinated terphenyls . . .",,,0,,,,,,68,-41,0,3,Tons,"22,667",,,,,Tons,,
382484 ,"Mixtures and preparations containing aldrin ""ISO"", camphechlor ""ISO"" ""toxaphene"", chlordane . . .",,,0,0,,,,,31,55,0,81,Tons,383,,,,0,Tons,,
382486 ,"Mixtures and preparations containing pentachlorobenzene ""ISO"" or hexachlorobenzene ""ISO""",,,,0,,,,,0,,0,,Tons,,2,-15,1,,Tons,,
382488 ,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",,,0,0,,,,,9,133,0,1,Tons,"9,000",,,,10,Tons,"1,500",
382491 ,"Mixtures and preparations consisting mainly of ""5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""methyl . . .",2,-67,1,0,0,Tons,,,527,-54,0,258,Tons,"2,043",170,9,0,487,Tons,"4,526",
382499 ,"Chemical products and preparations of the chemical or allied industries, incl. those consisting . . .",81,-40,0,3,37,Tons,"2,189",,"363,825",3,1,"62,032",Tons,"5,865","55,296",4,0,0,Tons,,
382510,Municipal waste,,,,0,,,,,0,,0,,Tons,,1,,0,,Tons,,
382520,Sewage sludge,,,0,,,,,,1,,0,"1,622",Tons,1,,,,,Tons,,
382549,"Waste organic solvents, non-halogenated",,,,0,,,,,3,129,0,0,Tons,,1,-32,0,,Tons,,
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",,,,0,,,,,5,-21,0,1,Tons,"5,000",2,-19,0,,Tons,,
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excl. anti-freeze . . .",,,0,0,,,,,11,63,0,349,Tons,32,,,,0,Tons,,
382590,"Residual products of the chemical or allied industries, n.e.s. (excl. waste)",,,,0,,,,,45,86,0,26,Tons,"1,731",40,-3,0,87,Tons,"1,885",
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum . . .",,,,0,,,,,60,-26,0,19,Tons,"3,158","36,270",77,0,343,Tons,"2,157",
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms","1,151",25,0,0,820,Tons,"1,404",,"210,595",8,1,"142,528",Tons,"1,478","963,047",12,3,"63,275",Tons,"1,570","4,338"
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms","8,620",28,0,0,"6,115",Tons,"1,410",,"201,082",9,1,"139,709",Tons,"1,439","2,756,800",8,8,"22,145",Tons,"1,198","12,107"
390130,"Ethylene-vinyl acetate copolymers, in primary forms",,,,0,,,,,"14,522",9,0,"8,112",Tons,"1,790","4,846",17,0,"9,883",Tons,"3,015",20
390140,"Ethylene-alpha-olefin copolymers, having a specific gravity of < 0,94 , in primary forms","2,544",19,0,0,"1,767",Tons,"1,440",,"113,415",7,1,"77,873",Tons,"1,456","671,089",10,3,"76,972",Tons,"1,223",
390190,"Polymers of ethylene, in primary forms (excl. polyethylene and ethylene-vinyl acetate copolymers)",,,,3,,,,,"14,241",-1,0,"5,063",Tons,"2,813","81,192",-7,1,"27,087",Tons,"2,715",
390210,"Polypropylene, in primary forms","1,289",16,0,0,840,Tons,"1,535",,"55,003",15,0,"31,197",Tons,"1,763","1,408,487",20,5,"17,194",Tons,"1,417","3,426"
