Product Code,Product Label,uae export to world Value in 2022,Annual growth in value between uae export to world 2018-2022,Share in world exports,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,,"Estimation of untapped potential trade, USD thousand"
270810,Pitch obtained from coal tar or from other mineral tars,814,-14,0,"179,140",Tons,"1,104",,
270820,Pitch coke obtained from coal tar or from other mineral tars,436,-22,0, ,Tons, ,,
270900,"Petroleum oils and oils obtained from bituminous minerals, crude","134,395,288",16,9,"665,110", ,"1,008",,
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume ""incl. . . .","26,346,240",16,7,0,Tons, ,,
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, . . .","32,657,216",13,4,0,Tons, ,,
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations . . .,"117,020",-26,1,192,Tons,"1,703",,
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or . . .",72,5,1,0, , ,,
271099,Waste oils containing mainly petroleum or bituminous minerals (excl. those containing polychlorinated . . .,"1,739",5,1,"4,109",Tons,119,,
271111,"Natural gas, liquefied","6,537,518",21,3,"20,000",Tons,209,,
271112,"Propane, liquefied","6,146,588",12,12,508,Tons,758,,
271113,"Butanes, liquefied (excl. of a purity of >= 95% of N-butane or isobutane)","4,642,232",13,17,570,Tons,"2,325",,
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excl. ethylene of a purity of >= 95% . . .",3,-92,0, ,Tons, ,,
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excl. natural gas, propane, butane, ethylene, propylene, . . .","58,247",-32,1,26,Tons,"5,577",,
271121,Natural gas in gaseous state,63,39,0, , , ,,
271129,"Hydrocarbons in gaseous state, n.e.s. (excl. natural gas)",48,-20,0,9,Tons,"23,111",,
271210,Petroleum jelly,"21,932",21,5,"3,101",Tons,"2,041",,270
271220,"Paraffin wax containing < 0,75% by weight of oil","3,736",32,0,"23,063",Tons,383,,153
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, . . .","85,767",28,4,"1,813",Tons,"2,175",,-
271311,"Petroleum coke, non-calcined","136,244",93,1,"249,939",Tons,210,,
271312,"Petroleum coke, calcined",338,-19,0,"542,173",Tons,753,,
271320,Petroleum bitumen,"1,087,537",37,7,"6,107",Tons,378,,
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excl. petroleum coke . . .,"15,782",144,1,19,Tons,"1,316",,
271410,Bituminous or oil-shale and tar sands,"3,139",-17,12, ,Tons, ,,
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks","51,811",-8,12,"1,806",Tons,475,,
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural . . .","9,530",-12,0,539,Tons,"1,766",,
271600,Electrical energy, , , ,0,Mega watt hours, ,,
280110,Chlorine,6,9,0,617,Tons,279,,1
280120,Iodine,"18,148",24,1,25,Tons,"52,400",,-
280130,Fluorine; bromine, , , ,89,Tons,"1,303",,
280200,"Sulphur, sublimed or precipitated; colloidal sulphur","1,450",-73,1,165,Tons,"1,279",,
280300,"Carbon ""carbon blacks and other forms of carbon"", n.e.s.","50,928",26,1,"39,493",Tons,"1,832",,-
280410,Hydrogen,"1,759",14,1,0,Tons, ,,-
280421,Argon,"2,981",17,1,"1,627",No quantity,374,,3
280429,Rare gases (excl. argon),"22,083",-11,1,0,Tons, ,,"1,899"
280430,Nitrogen,278,-10,0,0,No quantity, ,,16
280440,Oxygen,"1,226",60,0,0,No quantity, ,,-
280450,Boron; tellurium, , , , ,No quantity, ,,
280461,"Silicon containing >= 99,99% by weight of silicon",1,-70,0,9,Tons,"6,333",,
280469,"Silicon containing < 99,99% by weight of silicon",260,20,0,"64,017",Tons,"3,217",,
280470,Phosphorus,"4,759",-19,0,142,Tons,"10,655",,
280480,Arsenic, , , ,98,Tons,684,,
280490,Selenium,39,-44,0,7,No quantity,"23,143",,
280511,Sodium, , , ,13,Tons,"3,231",,
280512,Calcium,143,117,0,"1,506",Tons,"4,225",,99
280519,Alkali or alkaline-earth metals (excl. sodium and calcium), , , ,57,Tons,"5,456",,
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed", , , ,116,Tons,"4,328",,
280540,Mercury,"2,086",21,8,383,Tons,"25,603",,"2,176"
280610,"Hydrogen chloride ""hydrochloric acid""",241,16,0,400,Tons,548,,9
280620,Chlorosulphuric acid, , , , ,Tons, ,,
280700,Sulphuric acid; oleum,"2,886",143,0,246,No quantity,248,,173
280800,Nitric acid; sulphonitric acids,74,-10,0,"2,792",Tons,620,,
280910,Diphosphorus pentaoxide, , , ,66,Tons,"3,682",,
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined","6,060",52,0,"10,202",Tons,"1,719",,-
281000,Oxides of boron; boric acids,1,138,0,"3,385",Tons,"1,129",,22
281111,"Hydrogen fluoride ""hydrofluoric acid""",1,-27,0,433,Tons,"1,709",,
281119,"Inorganic acids (excl. hydrogen chloride ""hydrochloric acid"", chlorosulphuric acid, sulphuric . . .", , , ,903,Tons,"1,780",,
281121,Carbon dioxide,184,56,0,"17,364",Tons,125,,-
281122,Silicon dioxide,423,47,0,"42,822",Tons,765,,175
281129,"Inorganic oxygen compounds of non-metals (excl. diphosphorus pentaoxide, oxides of boron, carbon . . .","1,473",10,0,"1,058",Tons,"2,889",,41
281211,"Carbonyl dichloride ""phosgene""", , , , , , ,,
281212,Phosphorus oxychloride, , , , ,Tons, ,,
281213,Phosphorus trichloride, , , , ,Tons, ,,
281214,Phosphorus pentachloride, , , , ,Tons, ,,
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride ""phosgene"", phosphorus oxy-, tri- . . .", , , ,0,Tons, ,,
281290,Halides and halide oxides of non-metals (excl. chlorides and chloride oxides), , , ,210,Tons,"7,776",,
281310,Carbon disulphide, , , ,50,Tons,"1,080",,
281390,Sulphides of non-metals (excl. carbon disulphide); commercial phosphorus trisulphide, , , , ,Tons, ,,
281410,Anhydrous ammonia,"43,701",8,0,"34,461",Tons,"1,142",,-
281420,Ammonia in aqueous solution,14,16,0,"2,214",Tons,410,,103
281511,"Sodium hydroxide ""caustic soda"" solid","19,402",34,2,"2,386",No quantity,694,,971
281512,"Sodium hydroxide ""caustic soda"" in aqueous solution ""soda lye or liquid soda""","10,354",11,0,216,Tons,671,,-
281520,"Potassium hydroxide ""caustic potash""",31,-16,0,"3,957",Tons,"1,418",,40
281530,Peroxides of sodium or potassium,1,-53,0,0,Tons, ,,
281610,Hydroxide and peroxide of magnesium, , , ,"2,397",Tons,575,,49
281640,"Oxides, hydroxides and peroxides, of strontium or barium", , , ,109,Tons,"1,706",,
281700,Zinc oxide; zinc peroxide,690,64,0,"2,001",Tons,"1,568",,3
281810,"Corundum, artificial, whether or not chemically defined",38,-35,0,"49,448",Tons,662,,
281820,Aluminium oxide (excl. artificial corundum),45,-30,0,"3,037,023",Tons,386,,197
281830,Aluminium hydroxide,"7,183",76,0,"9,449",Tons,871,,50
281910,Chromium trioxide,50,48,0,315,Tons,"3,632",,17
281990,Chromium oxides and hydroxides (excl. chromium trioxide),14,23,0,176,Tons,"10,955",,20
282010,Manganese dioxide, , , ,31,Tons,"1,452",,
282090,Manganese oxides (excl. manganese dioxide),30,-16,0,"17,437",Tons,664,,61
282110,Iron oxides and hydroxides,971,14,0,"6,282",Tons,"1,089",,114
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3, , , ,65,Tons,615,,
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,152,126,0,"26,094",Tons,"12,513",,
282300,Titanium oxides,499,29,0,949,Tons,"3,130",,83
282410,"Lead monoxide ""litharge, massicot""",609,218,1,125,Tons,"2,576",,
282490,"Lead oxides (excl. monoxide ""litharge, massicot"")",267,17,0,"2,751",Tons,"2,431",,
282510,Hydrazine and hydroxylamine and their inorganic salts,6,-61,0,"1,084",Tons,"4,982",,67
282520,Lithium oxide and hydroxide,"10,024",377,0,341,Tons,"40,358",,-
282530,Vanadium oxides and hydroxides,"1,503",-18,0,20,Tons,"20,200",,-
282540,Nickel oxides and hydroxides, , , , ,Tons, ,,
282550,Copper oxides and hydroxides,102,-42,0,288,No quantity,"7,705",,-
282560,Germanium oxides and zirconium dioxide,29,76,0,0,Tons, ,,
282570,Molybdenum oxides and hydroxides, , , ,43,Tons,"16,442",,
282580,Antimony oxides, , , ,145,Tons,"10,421",,
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.","9,988",200,1,463,Tons,"1,784",,
282612,Fluoride of aluminium,"23,233",7,8,"9,495",Tons,"1,386",,"9,876"
282619,Fluorides (excl. of aluminium and mercury),1,0,0,52,Tons,"1,962",,
282630,"Sodium hexafluoroaluminate ""synthetic cryolite""","1,185",-36,3,"5,631",Tons,970,,342
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excl. sodium hexafluoroaluminate . . .","1,729", ,0,651,Tons,"1,235",,
282710,Ammonium chloride,77, ,0,"1,440",Tons,342,,
282720,Calcium chloride,814,-9,0,0,Tons, ,,18
282731,Magnesium chloride,14,618,0,"1,281",Tons,935,,6
282732,Aluminium chloride,60,23,0,"3,949",Tons,481,,
282735,Nickel chloride, , , ,11,Tons,"6,818",,
282739,"Chlorides (excl. ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)","2,268",214,0,"13,938",Tons,216,,
282741,Chloride oxides and chloride hydroxides of copper, , , ,18,Tons,"3,056",,
282749,Chloride oxides and chloride hydroxides (excl. copper and mercury),23,17,0,538,Tons,"1,184",,
282751,Bromides of sodium or of potassium,11,-41,0,"12,795",Tons,"1,890",,11
282759,"Bromides and bromide oxides (excl. of sodium, potassium and mercury)",984,-41,0,"12,663",Tons,"2,096",,-
282760,Iodides and iodide oxides (excl. inorganic or organic compounds of mercury),1,-74,0,72,Tons,"48,250",,
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",190,61,0,"3,978",Tons,"1,526",,-
282890,"Hypochlorites, chlorites and hypobromites (excl. calcium hypochlorites)",48,-34,0,"3,792",Tons,938,,178
282911,Chlorate of sodium,136, ,0, ,Tons, ,,
282919,Chlorates (excl. sodium), , , ,0,No quantity, ,,
282990,Perchlorates; bromates and perbromates; iodates and periodates (excl. inorganic or organic . . .,12,74,0,103,Tons,"4,369",,
283010,Sodium sulphides,863,29,0, ,Tons, ,,
283090,"Sulphides (excl. sodium); polysulphides, whether or not chemically defined (excl. inorganic . . .",10,-46,0,134,Tons,"5,299",,
283110,Dithionite and sulfoxylate of sodium,"7,186",11,2,"2,556",Tons,"1,556",,72
283190,Dithionites and sulfoxylates (excl. sodium),11, ,0,12,Tons,"4,667",,
283210,Sodium sulphites,"1,661",28,0,"4,144",No quantity,559,,69
283220,Sulphites (excl. sodium),14,-1,0,"2,612",Tons,605,,44
283230,Thiosulphates,32, ,0,"1,222",Tons,601,,4
283311,Disodium sulphate,123,8,0,"32,551",Tons,108,,3
283319,Sodium sulphates (excl. disodium),302,-20,1,"1,575",Tons,267,,9
283321,Sulphate of magnesium,96,5,0,"3,221",No quantity,950,,-
283322,Sulphate of aluminium,48,114,0,"4,362",Tons,287,,1
283324,Sulphates of nickel, , , ,14,No quantity,"6,643",,
283325,Sulphates of copper, , , ,67,Tons,"2,970",,
283327,Sulphate of barium, , , ,"1,102",Tons,924,,
283329,"Sulphates (excl. of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",120,-54,0,"4,034",Tons,"1,242",,
283330,Alums,14,24,0,446,Tons,372,,
283340,"Peroxosulphates ""persulphates""",25, ,0,"2,008",Tons,"1,389",,
283410,Nitrites,8,-35,0,"1,874",Tons,893,,82
283421,Nitrate of potassium,65,4,0,"34,427",Tons,622,,4
283429,Nitrates (excl. of potassium and of mercury),253,14,0,832,Tons,"1,365",,
283510,"Phosphinates ""hypophosphites"" and phosphonates ""phosphites""",125,16,0,916,Tons,"1,535",,36
283522,Mono- or disodium phosphate, , , ,302,Tons,"2,474",,
283524,Phosphates of potassium,5,-57,0,"2,587",Tons,"2,015",,
283525,"Calcium hydrogenorthophosphate ""dicalcium phosphate""", , , ,"1,625",Tons,"1,489",,
283526,"Phosphates of calcium (excl. calcium hydrogenorthophosphate ""dicalcium phosphate"")",1,-70,0,"8,307",Tons,"1,069",,
283529,"Phosphates (excl. phosphates of monosodium, disodium, potassium, calcium and mercury)",10,109,0,"1,108",Tons,"1,535",,3
283531,"Sodium triphosphate ""sodium tripolyphosphate"", whether or not chemically defined","7,368",13,1,"2,185",Tons,"1,427",,60
283539,"Polyphosphates, whether or not chemically defined (excl. sodium triphosphate ""sodium tripolyphosphate"", . . .",163,25,0,"2,767",Tons,"2,568",,
283620,Disodium carbonate,"38,337",210,1,"190,252",No quantity,360,,-
283630,"Sodium hydrogencarbonate ""sodium bicarbonate""","1,152",45,0,"10,012",Tons,434,,-
283640,Potassium carbonates,56,-43,0,"2,677",Tons,"1,451",,-
283650,Calcium carbonate,"5,960",18,1,"5,832",Tons,347,,"3,280"
283660,Barium carbonate,12,158,0,"3,010",Tons,657,,
283691,Lithium carbonates, , , ,937,Tons,"1,511",,
283692,Strontium carbonate,"1,454", ,6,0,Tons, ,,
283699,"Carbonates and peroxocarbonates ""percarbonates""; commercial ammonium carbonate containing ammonium . . .",273,104,0,"10,063",Tons,994,,-
283711,Sodium cyanide, , , , ,Tons, ,,
283719,Cyanides and cyanide oxides (excl. sodium and mercury), , , ,25,Tons,"9,040",,
283720,Complex cyanides (excl. inorganic or organic compounds of mercury), , , ,0,Tons, ,,
283911,"Metasilicates of sodium, incl. commercial metasilicates",14,5,0,485,Tons,482,,
283919,"Silicates of sodium, incl. commercial silicates (excl. sodium metasilicates)","3,182",127,1,"1,064",Tons,667,,-
283990,"Silicates, incl. commercial alkali metal silicates (excl. sodium silicates)","7,989",22,3,"1,030",Tons,"2,193",,-
284011,"Anhydrous disodium tetraborate ""refined borax""",1, ,0,0,Tons, ,,
284019,"Disodium tetraborate ""refined borax"" (excl. anhydrous)",60,44,0,131,Tons,"1,466",,-
284020,"Borates (excl. disodium tetraborate ""refined borax"")",9,-6,0,477,Tons,"1,629",,
284030,"Peroxoborates ""perborates""", , , ,25,Tons,"1,440",,
284130,Sodium dichromate,188,-5,0,82,Tons,"2,146",,127
284150,Chromates and dichromates; peroxochromates (excl. sodium dichromate and inorganic or organic . . .,114,409,0,0,Tons, ,,
284161,Potassium permanganate, , , ,9,Tons,"2,778",,
284169,"Manganites, manganates and permanganates (excl. potassium permanganate)", , , ,4,Tons,"4,000",,
284170,Molybdates,88,54,0,61,Tons,"19,869",,
284180,"Tungstates ""wolframates""", , , , ,Tons, ,,
284190,"Salts of oxometallic or peroxometallic acids (excl. chromates, dichromates, peroxochromates, . . .", , , ,27,Tons,"26,556",,
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether . . .",782,85,0,"1,740",Tons,"2,380",,
284290,"Salts of inorganic acids or peroxoacids (excl. of oxometallic or peroxometallic acids, double . . .",27,74,0,159,Tons,"5,792",,
284310,Colloidal precious metals, , , ,0,Tons, ,,
284321,Silver nitrate,4, ,0,0,Tons, ,,
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excl. of mercury . . .", , , ,0,No quantity, ,,
284330,"Gold compounds, inorganic or organic, whether or not chemically defined","5,116",-8,0,0,Tons, ,,"6,437"
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excl. . . .",54,120,0,1,No quantity,"6,789,000",,
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, . . .",788, ,0, , , ,,
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic . . .",123,-43,0,0,Tons, ,,
284510,"Heavy water ""deuterium oxide"" [Euratom]",17, ,0,0,Tons, ,,
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically . . .",6, ,0,0,Tons, ,,
284610,Cerium compounds, , , ,7,Tons,"2,857",,
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures . . .", , , ,15,Tons,"37,133",,205
284700,"Hydrogen peroxide, whether or not solidified with urea",85,-26,0,0,No quantity, ,,232
284910,"Carbides of calcium, whether or not chemically defined",34,-20,0,"2,717",Tons,"1,124",,209
284920,"Carbides of silicon, whether or not chemically defined",206,167,0,"2,924",Tons,"1,306",,-
284990,"Carbides, whether or not chemically defined (excl. of calcium or silicon, and inorganic or . . .",2,11,0,29,Tons,"40,552",,
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excl. . . .",23,32,0,6,Tons,"26,667",,
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excl. amalgams)",217,1,3,0,Tons, ,,
